Index,Text,Sentiment
610,no c port power no bettery inbuilt cant move not portable device expect return reason rest good but not recommend,Positive
3630,no comment,Neutral
3269,no comparison google home mini voice recognition not great,Positive
3490,no complaint,Positive
2307,no complaints,Neutral
1075,no dolby atmos stream via amazon musicno youtube music integration echo dotfirestick echo dot integration nearly do,Positive
1798,no doubt best,Positive
2740,no doubt product quality superb nice,Positive
4026,no good voice recognition lack data,Negative
2068,no inbuilt battery,Neutral
3451,no light run,Negative
2761,no longer use not compatable,Neutral
4134,no mean purchase mostly time play opposite want,Positive
1844,no much tamil relate thing,Positive
1241,no need review aware if alexa,Positive
671,no need review magical device go easy fun loud easy home automation device,Positive
1011,no negative point alexa,Positive
3659,no normal use,Negative
2877,no not connect essay,Neutral
3508,no play list every time need command,Neutral
1745,no point buy gadget if bo battery backupalexa poor,Negative
2892,no regional languagevery bad,Negative
1487,no sound replace warranty,Negative
3224,no use,Neutral
3943,no use simply waste,Negative
351,no word good device super happy deal amazon offer prime day sale get amaze price along smart bulb sound quality speaker beyond basic average trust no speaker give quality like one integration smart assistant make ice cake best deal get till date thank amazon,Positive
2339,no word say alex alex tahat,Neutral
1666,noise clear but mic sound strain stream live old room look small,Positive
605,non responsive play anything choice,Positive
3059,none,Neutral
2517,noone,Neutral
3235,nor use,Neutral
3156,not able check command,Negative
2948,not able connect alexa app,Negative
3074,not able connect bluetooth phone lead light not work,Positive
2986,not able connect wifi thus not work properly,Negative
698,not able even power power off inch mi tv but could pair sony home theatre play music,Negative
3576,not able integrate alexa enable devices,Negative
3835,not able recognise voice apart not connect bluetooth,Negative
1278,not able remember music library,Negative
1863,not act fast not recognise voice not connect internet quickly,Positive
2642,not answer command,Neutral
3735,not bad,Positive
1872,not bad actually amaze,Positive
3501,not bad but expect better integration,Positive
1624,not battery,Neutral
3560,not battery carry along use bluetooth speaker,Neutral
4076,not best but good price order,Positive
773,not buy alexa enable device can not setup multiple account unlike google if wife brother use device request will make via account bad,Negative
3,not buy product ask alexa kashmir part country say chinaboycott alexa,Neutral
2084,not buy product bad user experience not connect wifi,Negative
2924,not charge defective piece need replacement,Neutral
1390,not clear give accurate answermany time repeat things think thats not right things,Positive
4002,not compatible android tv dont buy waste money,Negative
748,not complete music play need tell song singer select one song less information work available wiki amazon music kid rhyme also limit,Positive
1501,not conected wi fi amazon alexa tacnition tell server problem hours wait m return,Neutral
2817,not connect,Neutral
1247,not connect device use alexa app check youtube also follow rule video go nearby mobiles store but also cant plz reply tell,Neutral
3755,not connect device worry buy product,Positive
3976,not connect firetv,Neutral
4021,not connect iphone try time much disappoint worst application alexa,Negative
1964,not connect phone,Neutral
1147,not connect properly phone connection problem wrost product,Neutral
924,not connect require firetv but firetv use account though name different two firetvs,Negative
1777,not connect smart tv bose multiple attempt give not play anything outside amazon apps eg youtube etc poor voice recognition quality,Negative
3589,not contain battery always need plug connection,Neutral
114,not criticize product but hope help improve quality futurethe speaker quality good will give star starsbut question understand ability worst if question ask give irrelevant answersit answer simple qustions like whats time whats name like if want play desire songs local language tell alexa atleast time understand get exact song but not return product back like audio output sound much,Positive
210,not even fit south indians even add tamil skillsmost tamil telegu songs unable understand best options train kid english rhyme songs,Positive
1808,not even month two weeks not work not even power doesnt music track well,Neutral
1427,not expect,Negative
2800,not expect,Negative
3167,not expect,Negative
3574,not expect always require power connection not connect mobile network,Negative
720,not expect huge bundle pack price price get top notch speaker smart although alexa wont answer question but value money thing voice quality something rely upon room fill amount base need,Positive
1014,not expect take prime music,Negative
2664,not expect time will not recognize song ask play need improve specs use software update,Positive
2983,not expectedno value money,Neutral
3208,not fast voice capture,Negative
625,not find alexa much understandable eg ask play song maine dil se kaha movie rog sing kk cant happen song yesudas ka karoon sajni main hawa hoon hussain brothers lot examples therecan anybody help command correctly alexa lot limitations case useless product,Positive
3402,not find anything wrong alexa dot good product,Positive
2543,not function well capabilities alexa always standard answer dont know,Negative
2900,not get connect easily,Positive
1380,not good,Negative
2783,not good,Negative
3669,not good,Negative
3681,not good,Negative
3767,not good,Negative
3888,not good,Negative
4089,not good,Negative
4137,not good,Negative
869,not good command understand google much btr need work section also try incorporate youtube well songs available,Positive
302,not good compare older versionsi first version awesome take command recognise voice far like charm but one many time dont recognise voice even if sit next not happy device flaw also like play next songit actually doesnt stop song play like second,Positive
2279,not good many days not work need different version best alexa device rs cost,Positive
4020,not good product need return back,Negative
1166,not good require continuous wifi connection cant connect mobile data not possible wifi connection time no battery inside also need continuous power supply,Positive
3598,not good response,Negative
136,not good think iteven not work accord expectationswhenever ask order somethingalexa didnt perform even doesnt know common locations alexa doesnt know common songs singer n albums totally worthless task nd biggest issue face alexa last thing alexa doesnt satisfy expectations totally guy either improve skills take suggestionqueries nd issue lightlyit depend guysyou take note humble request joke but seriously not joke one well wisher not judge,Negative
3478,not good zero percent quality no sound quality nothing dont buy,Negative
2383,not great product buy waste money,Negative
3056,not great useful product,Positive
2866,not happy,Negative
3736,not happy,Negative
4071,not happy,Negative
2269,not happy charge nahin aaya,Negative
2319,not happy ok,Positive
54,not happy ok product not catch things fast add amazon prime would work better if sink tube google along add new feature off old newanother annoy thing keep give entire description ex song movie can not put offits go not want want,Positive
1280,not happy product,Positive
914,not happy product local fm tune not possible youtube connectivity not possible without subscription red play music integrate device also not possible unhappy,Negative
85,not happyits work limit appits not work tube search enginemany songs doesnt understand itoverall not good experience,Negative
356,not inbuilt battery plug time operate worst part devicegenerally will get sound quality inbuild battery price alaxa cant use travel no inbuilt battery,Negative
1019,not integrate audiblecom search title audiblecom hence not play anything audible,Neutral
3468,not interactive expect half time play totally unrelated things,Negative
614,not interest voice hindi set compeleted always demand hostpot if u purchase product u keep two mobile one router u will operate way sound quality best one feedback always depend power one negative point view,Positive
2123,not intrested no sound clarity,Negative
1403,not like not recognise voice casesgot feel lose money if u r lucky work time able play amazon music work device,Positive
2458,not mark,Neutral
146,not mention description not run battery wont work travel unless connect plug point run power adapter return,Neutral
572,not much compatible recognise voice little complicate,Negative
2758,not much content availablelimited song selection but recognize daughter voice also,Negative
2880,not much efficient,Negative
3642,not much telugu language support no telugu songs play,Negative
3210,not much thing docan better,Positive
3929,not much usable,Negative
1741,not much use timepass,Positive
2516,not much useful think,Positive
2147,not normal user,Positive
3773,not per expect,Negative
2105,not play radio channel not understand skills useless dumb,Negative
962,not portable require time chargingnot user friendly,Positive
2117,not portable use plug power source use could better if battery inbuilt,Positive
1099,not product expect limit automationfound google home assistant impressive alexas music quality damn good but voice control coordination overall search criteria not satisfyingreturned item,Positive
3995,not quantity but quality music,Neutral
3663,not receive smart bulb along echo dot kindly check revert,Positive
1600,not recognise message not deliver things u want,Neutral
1188,not recognise voice nd volume low wastage money,Neutral
932,not recognize voice always difficulty plugin,Neutral
3582,not respond sometime cant two action wait till first action complete,Positive
477,not respond us volume doesnt hell lot info make understand n want play us still improve many ways not advance,Positive
2815,not satisfy,Negative
3860,not satisfy,Negative
3222,not satisfy product,Negative
3747,not satisfy product,Negative
829,not satisfy product sense voice slow not user friendly,Negative
1923,not satisfy result query poor output quality sound awesome,Positive
3080,not smart,Positive
450,not smart speaker time will say sorry dont know will ask refer amazon page helpi will suggest google smart speaker much better alexa seem scrap alexa amazon shop tool listen customers suggest products buy,Positive
2502,not support music sit unable recognize say,Negative
193,not sure earlier but friendly device awesome product will make feel busy anytime damn sure would love product if buy product every feature amazon beyond valuable worth money kind good product fantastic innovation alexa best ever product amazon will definitely definitely recommend product go worth,Positive
90,not sure if device general issue but speech recognition not mark device doesnt respond devices wake text need shout top voice make react not cool,Positive
667,not take kannada songs recognisation not worthy compare google assistant youtube songsnot take if say particular song song artist but will not show one especially kannada ppl dntbuy,Neutral
3770,not understand instructions properly compare earlier versions,Neutral
923,not understand wordsthat say example if ask song available amazon music pick also,Positive
3277,not update improve dont like,Neutral
2767,not update many question answer,Positive
766,not upto expectation,Neutral
3654,not upto google home,Neutral
1391,not upto level,Neutral
1993,not upto mark,Neutral
3043,not upto mark,Neutral
3520,not use,Neutral
3523,not useful require continue power supplyyou cant use travel like battery speakers,Negative
2099,not useful think useful,Positive
171,not user friendly frequently loose wifi connection need long procedure multiple step connect againsecondly raise complaints ask replacement amazon register complain inform pickup will do within two days but nobody come two week remove replacement request well amazon site bad experience product amazon request amazon stop product if unable provide service,Negative
416,not user friendly infact many time fail understand request mainly can not recognize kannada language movie songsbut voice recognition good informations well cast need update introduce regional languages aeap,Positive
3786,not user friendly unable understand hindi film songs,Positive
2345,not well design feature but not useful,Negative
4100,not wireless will work till adapter connect,Neutral
1071,not work,Neutral
1382,not work,Neutral
2809,not work,Neutral
3193,not work,Neutral
3769,not work,Neutral
4107,not work,Neutral
2984,not work month,Neutral
678,not work month send complaint but still not receive may still wait call think show courtesy give call may not receive call,Negative
2679,not work new command,Positive
1498,not work onths,Neutral
3650,not work proper,Neutral
2100,not work properly,Neutral
2113,not work properly,Neutral
3644,not work properly,Neutral
3673,not work properly,Neutral
707,not work properly check video support resolve,Neutral
2999,not work properly no help refund,Neutral
1146,not work properlyfacing issue connection wifi,Neutral
3511,not work restart every min,Neutral
702,not work something irritate amazon product return product amazon put wrong address also not resolve query,Negative
1986,not work time,Positive
3112,not work want exchange product,Neutral
1109,not work want return want another alexa free work,Positive
2630,not work wifi bulbs likewiprohelonixetc,Neutral
2363,not work without power inbuilt battery not available thats need improve,Negative
3255,not workingcalled customer careplease replace,Neutral
3243,not worth cost,Negative
446,not worth overall extremely poor performance sales,Negative
1034,not worth poor deviceit can not simple tasksdo not buy,Negative
2596,not worth price,Negative
3374,not worth price,Negative
1330,not worth unable return window close,Negative
3152,not worth useless product,Negative
2404,not worthy money alexa doesnt know anything ask no knowledge,Negative
192,not worthy wastage money performance not good amazon not cooperate return get exchange product today but usual set button uncomfortable painful press longer time sound quality pathetic music doesnt seem melodies feel like non brand local speaker usual wrist product amazon really unexpected amazon disappoint amazon team not even ready give money back,Negative
3814,not youtube,Neutral
2443,nothing,Neutral
3579,nothing,Neutral
3709,nothing,Neutral
2994,nothing dislike love,Positive
2263,nothing dislike love amazon,Positive
2395,nothing dislikedand like much purchase another unit gift relatives,Positive
373,nothing exceptional average sound quality actually waste money alexa integrate limit apps amazon make china amazon intentionally hide,Positive
2199,nothing say awesome product,Positive
1796,nothing say perfect,Positive
3627,nyc,Neutral
3699,nyc product,Neutral
4144,nyc product,Neutral
2231,offer go,Neutral
936,ok,Positive
1314,ok,Positive
2109,ok,Positive
2189,ok,Positive
2627,ok,Positive
2638,ok,Positive
3398,ok,Positive
4079,ok,Positive
1960,ok difficult find gazal n old s songs,Negative
3820,ok divaise,Positive
4152,ok ok,Positive
423,ok oki dint product much need lot tune improvement term feature intelligence not smart device,Positive
3371,okay,Positive
756,okbut even u ask questionsi feel dociledont talk properly due network problemswhatever but not make happy product purchase pleasure,Positive
764,okbut first operate process long,Positive
2935,one best,Positive
3128,one best class smart speaker fantastic design fabulous name alexa,Positive
2622,one best companion life go,Positive
2373,one best far usage great clarity,Positive
494,one best gadgets keep homeamazin quality sound performance easily integration thank lot feature use good work amazon nice product would recommend device see machine learn will change future will see next years every year,Positive
2917,one best investments digital world highly useful,Positive
3492,one best market,Positive
3228,one best product amazon,Positive
1285,one best product purchase,Positive
3919,one best product purchase amazon truly amaze,Positive
663,one best purchase recent time issue add wifi but finally able connect helpful kid get good deal great indian festival sale thank grabon timely alert,Positive
414,one best purchase sound quality superb inexpensive alexa remain best voice ecosystem smart home control con not google assistant level answer broad information query,Positive
75,one best speakers will get response improve everyday skills polish continuously dont go review negetive people bad accent blame speaker however hindi also support nowjust buy get deal get free bulb ityou spend little if want par technology since jio savan fully support therefore need not get prime membership case afraid,Positive
358,one buy product understand amazon will keep voice print record however use echo call outstanding feature allow one speak areas mobile signal poor congest wifi use speaker super easy,Positive
144,one finest smart speaker indian market nd amazon prime per year subscription give benefit music videoetc come hardware hav good sound fill one smal room echo support smart accessories thn google home nd apple homepod thats big thumb echo come software lack much feature google home ll give accurate answer follw conservation alexa properly dnt deal follow multiple question amazon music dnt collections lik spotify wynk overall good hardware poor software need improve software need plug al time not come battery option,Positive
2264,one good device family entertainment,Positive
4,one if best deal ever get amazon purchase watt wipro light enjoy since last daya echo device yes would highly recommend buy product search echo dot wall mount ll see rupees wall mount trust will make huge difference sound transportability plus wall if will recognise voice quicker face wall seriously guy combination two compulsory,Positive
3186,one issue charge par hi chalta h,Neutral
206,one keep know want keep every time feed alexa data remember folks also spy record voiceif get off u resetup quite tedious boredom approachit wireless,Negative
1582,one problem ww can not stream music youtube also aome malayalm old songs not available,Negative
2171,one sentence tourtue say dont know thisquite many timesdespite network,Positive
1111,one thing dislike stop command broadcast station alexa doesnt stop instead say example resume say india radio news channel not need annoy,Negative
1053,one thing dont like not connect spotify maybe future will update hope,Neutral
1355,one thing like use abundancevof activities one thing dislike constantly get dusconnected every pair mobile,Neutral
602,one use echo dot not get connect phone orange light light mere second problem persist since months please help if way,Negative
1102,one will hear entire world dkind unconditional love youll get,Positive
1490,one word super useful product must buy every home user friendly product,Positive
2868,one worst thing buy not connection,Negative
125,one year useless use make customer fool sell box useful amazon prime u can not use hotatar sony liv ganna wynk nothing no appskill support regret buy cheap useless dumb box alexa u will headache dont know anything best google miles,Positive
517,ongoing issue happen wipro smart light not get pair echo devicehere case id voice search accuracy not good,Positive
2704,op product,Neutral
203,open alexa box try pair per instruction abs make alexa go pair mode press hold dot button dint respondi try best check if work but notits hard people like us afford devices send damage productwould nice if team check replace,Positive
1412,open box not power apply replacement will update review receive replacement item,Neutral
2990,open seal product receive,Neutral
1443,order alexa echo dot sale amount really worth buy initially confuse google home but read many review compare feature finally go alexa echo dot,Positive
1128,order combo echo dot wipro light but receive echo dot box never expect amazon,Positive
1203,order device display time but one deliver not feature product good but not deliver order,Positive
1525,order due support hindi language but no option select hindi language poor amazon show fake feature sale product,Negative
386,order echo dot amazon big diwali sale receive days time soon plug start flash green light without even connect wifi alexa app return product try get exchange but amazon didnt give option finally disappoint ask refund own alexa prior also get spoil really soon sell defect products sale banner,Negative
42,order echo dot hop will help organize daily routines provide responses day day question especially kid later come know feature lack basic intelligence alex doesnt understand context time cant ask question link previous queryanswer many time try find song act desgned music playbox timegetting song play intent sing fav singer almost no way many case reminders voice level can not set end create routines instead many time kid ask query give foolish answer no good stories get hear unless pay another subscription prime definition give mostly wikiepedia think source truthmany time felt throw device floor nutshell dumb musical player create amazon sw team no element intelligence integrate routines routines play song one decide amazon product team ihasnt improve device new generation model,Positive
3763,order gen but receive gen but gud love,Positive
3336,order generation but receive generation,Neutral
300,order great indian sale upon start not turn factory reset unresponsive rereplacement request will review receive,Positive
91,order product seller cloutrail open seal box amazon ok however echo dot product box double sealedthe actual horizontal seal open seller seal normal cellotape mention pic abovethe manuals inside not place properly inside box per sure open use seller charge cable adapter tangle state bind rubber wire not even inside box plastic seal not present device top interface even set reset complete installationwhy send refurbish product order new onei will make sure amazon pay,Positive
65,order product show web description echo dot genbut connect alexa app show echo dot gen instead geni feel like cheat,Neutral
898,order two echo dot get deliver time however no device power adapter one box hope replacement will arrange soon,Neutral
1948,order wife gift everyone family like much worth money,Positive
3850,osam,Neutral
985,ossam,Neutral
3746,osum product im love,Positive
3601,others,Neutral
2179,outstanding product perfect home use,Positive
2918,overall best,Positive
338,overall decent buybut full benefit u hv purchase voice recognise device like fire sticksmart plug smart light etc get ome echo dot gen n one wipro smart bulb n happy wid product,Positive
2276,overall good,Positive
1015,overall good cost use paysometimes voice recognition not accurate way listen sound really awesomestill might improve but cost worth buy,Positive
1802,overall good device,Positive
340,overall good device start use since days first work perfectlybut yesterday mark defect device cant stream audio continuously work interrupt voiceso sad plz suggest solve,Positive
2229,overall good product,Positive
1471,overall good product improvements allow music play multiple bluetooth speakers n alexa time,Positive
577,overall good product issue find need speak loud especially play songs sound echo dot loudly need speak,Positive
2867,overall good product love sometime integration issue,Positive
3341,overall good product skills need update,Positive
1913,overall good producti love sound quality but need improvements alexa hindi coz sometimes doesnt recognise say,Positive
1592,overall good purchase less platforms linklike jiosaavn gaana not available india,Positive
263,overall good speaker sound quality really awesome use jbl say sound good jbl but alexa not polish hindi alarm reminder music play great device well alexa good smart home devicesand one thing wait sale buy,Positive
2650,overall good voice recognition sound quality,Positive
827,overall great product if need speaker well voice assistant depend upon need,Positive
554,overall like product exactly hop might facinates much make different others worth price sound clear soothe alexa good answer not voice recognition one person will listen everyone connectivity good if see yellow light blink notification light turn off device,Positive
1743,overall nice experience promote device amazon prime membership give free year usefulness device know,Positive
3304,overall ok ok product,Positive
1868,overall okk good bring prime days,Positive
782,overall product good but need improve softwareapp integration sometimes take time load alexa app integrationalso sometimes instruction not follow alexa start song default,Positive
656,overall product good try use mic call but not possible also if want search specific song slightly difficult,Positive
1077,overall product good value moneybut need little bite improvement hindi voice recognition,Positive
367,overall product ok ok typecant respond many command response predefined command especially ask play songs itnot upto mark compare google home case response voice detectionbuilt quality sound quality better google homesomy month experience say not bad time not good,Positive
98,overall think super value money havent use smart speaker but happy purchase observations initially feel bite weird talk speaker but get use no time sound quality pretty good get good depth sound decent bass several skills available will definitely find useful example add stuff shop list set reminder understand indian accent well sometimes amaze well pick stuff kid love add advantage take help homework talk alexa also motivate talk english amit ji voice alexa but alexa sweet enough entertain,Positive
2327,overprice not worth money,Negative
3436,owasam quality sound,Positive
3125,package wet repacked,Negative
705,pair not good nd without plug not play please refund amount amount echo dot pending payment refund wipro lead rest payment refund immediately late,Negative
3920,par excellent fantastic output performance,Positive
343,part digital family home default speakers connect bluetooth mobile devicesmust buy dropin feature alexa work like intercomaudible spotify mobiles,Neutral
3219,part life,Neutral
2244,partially good product but device not connect bluetoothits defect,Positive
1125,pathetic experience make several complaints but no positive response not connect wifi,Negative
1644,pathetic stop work hours id take service center call customer care,Negative
1969,pathetic voice recognition make frustrate hours post delivery,Negative
940,pause frequently take command difficulty,Positive
3039,pay play music,Positive
2810,people complain may get faulty piece but work well,Positive
855,people will love product amaze experience speaker write review months use alexa always think didnt buy,Positive
3023,per days automatic disconnect,Neutral
2110,per program product give free one plus tv but charge request return,Positive
1737,perameter ok,Positive
2674,perfect,Positive
2874,perfect ai start happy command perfect sound quality small room,Positive
4110,perfect bed side,Positive
3142,perfect but need work voice recognition,Positive
865,perfect companion,Positive
3318,perfect companion,Positive
1029,perfect companion work home connect easily desktop watch movies,Positive
3953,perfect gift friends family,Positive
2225,perfect item,Positive
2731,perfect product,Positive
2311,perfect product make home smart,Positive
1694,perfect product no problem everyone buy,Positive
3294,perfect product room value money,Positive
2838,perfect product smart home automation,Positive
693,perfectly work since last months good voice recognition speaker quality good better gen option add battery,Positive
2523,performance excellent,Positive
1566,performance search songs not good command play another unlike songsnot need longer if problem service divice service station,Negative
814,performance vary satisfy almost understand every thing say best small room,Positive
1462,personalize qna best feature menice audio quality quite helpful many things,Positive
926,pick accent fast son ask play dj wale babu song first time reply ok play dj vale babubut time correctly pronunced wale really quick pick microphone quite good overall good product,Positive
456,play certain songs doesnt let skip recognition also go bad worst yell alexa understand want tell doesnt understand say expect no support amazon eco devices bad,Negative
1937,play internetif law network area doesnt work fineits cant play jio savan music time,Neutral
627,play music cant hear voice manually press button feel bad voice recognition improve sound quality good,Positive
238,play music know weather latest news set reminders etc never easier kid big alexa fan keep interact echo dot clearly easy use though bite difficult connect oneplus tv basic tv function perform but lot require next generation devices will probably advance feature,Positive
438,play nice music but find hard connect smart bulbs buy halonix smart bulb recognize bulb but cant control,Positive
370,play song alexa minutes vibrate get restart time play song get vibrate agin restart big fan alexa want use product future also j high expectations plz dont break,Negative
1181,play songs directly via youtube need complicate procedure followand if blame phone like xaomi integrate addthen blame toofor constantly sell amazon prime apps,Negative
1516,play songs knowledgeablemany maths que solve kid many feature,Positive
3638,please add battery,Neutral
1610,please add feature connect multiple device via bluetooth can not play music use bluetooth multiple echo,Neutral
1584,please develop amazon echo android tv not work properly good wipro smart light,Positive
323,please dont purchase show not eligible purchase amit ji voice due geographical restrictions,Negative
798,please dont waste money purchase need compulsorily wifi connection can not connect mobile hotspot also not wireless better purchase worth bluetooth speaker,Positive
1302,please incorporate upload feature echo dot upload audio file amazon cloud listen music without bluetooth dependency mobile device,Positive
2654,please make technical team understand alexa,Neutral
123,please note will enjoy device will prime member amazon kyearotherwise bad days initially will enjoy voice command but not accurate limit will want control mobile but possible prime members,Negative
699,please stop make customer fool provide appropriate detail detail section clarificationnot happy product,Positive
3216,plug connect device not similar use charge mobile disappointedotherwise device s good one,Positive
3670,plug plug inthen connection set problem creat eevery time,Neutral
2079,poli macha vere level item,Neutral
1211,poor,Negative
1470,poor connectivity product show echo dot plus work lead bulb whereas echo dot receive also black colour grey colour order not able connect despite best efforts,Positive
329,poor finish product not expect amazon work normal not satisfy finishingthat reason star rat,Positive
3803,poor performance,Negative
191,poor playback frequency range if youre look bluetooth speaker audio quality not best choice alexa pc app also lack various important functionality even though pair two echo dot stereo combo doesnt work audio input bluetooth device disappoint,Positive
2490,poor product connectivity,Negative
1002,poor product weak use product not respond seller alsoso money deadplease dont purchace product,Negative
1806,poor quality,Negative
175,poor recognition even if stay meter away not recognise voice sound quality good sometimes issue pair even if speed networkafter weeks usage see try connect device mobile use bluetooth play songz break completely vould not hear song properly nit sure purchase stupid amazon echo better would purchase google mini,Positive
3605,poor sound,Neutral
1076,poor sound assessment couldnt connect second phone nor bluetooth,Neutral
3656,poor sound quality totally dislike ur,Negative
3089,poor voice not recognition,Negative
850,poor voice recognition not understand apart key word probably lunch beta product not suitable indian songs might good us market,Negative
1108,poor voice recognition question alexa say not sure one good thing good bass bad experiencenot performance expect,Negative
1678,portability,Neutral
3545,portability goodbut not smarter siri google,Positive
1697,portability integration device good,Positive
415,portability poor wire device doesnt work without power cord batteries option case one could call portable say feature modern quite useful,Negative
243,portable device cant take anywhere us but place keep take less space voice recognition better will play song recognition voice proper come integration intelligences ai good skills good skill make best like play music youtube skill must experience good alexa,Positive
2498,power not contactingalexa power not comingplease technision arrangemecallem,Neutral
1167,power port echo dot tilt right side ad insert power plug cord not possible hence please replace item,Positive
413,present eco dot grand daughters happy satisfy say best gift since plan buy listen old new songs well deepawali sale get smart bulb wait another sale sarita mishra,Positive
1360,pretty good get smart bulb rs amaze deal prime day,Positive
564,pretty good speaker smart feature buy connect big speaker via bluetooth listen favourite songs without use mobile but sound quality sop awesome use default not connect big bluetooth speaker echo dot great bass volume,Positive
676,pretty goodalexa catch voice quickly anddelivers reply fastlybut sound range audible roompls amazn humble request add languages enhance quality product meet expectationsand totally worth,Positive
3169,pretty gud love amazon do amaze job thing,Positive
305,previously post na but im edit comment alexa isvone best partner alone home use daily since get love one thing im use original voice instead amitgshe best friend people stay alone limit friend circle,Positive
2965,price,Neutral
2387,price good,Positive
2008,price great product,Positive
2091,price high similar product available low price,Positive
753,price range wonderful productsound quality greatinbuilt mic wonderful quite place but noisy environments songs run echo not able hear voice command not responsive amazon need work,Positive
437,prime member amazon necessary otherwise product unable play music popular songs sound quality ok instructions hard follow eg alexa give us applause,Positive
3764,problem cant play without current,Neutral
708,problem differentiation background voice run music sound must update no clear reply many question like google home sound quality better google home,Positive
1319,problem sound output alexa echo dot anyone refer service centre chennai,Positive
290,problem time connectivity but connect get auto connect sound quality could good great sound but bass not mark u give rubber base doesnt vibrate much alexa hear recognise voice easily friendly n hindi enable lot things u try joke news music easy listenjust say alexai satisfy producti get wipro bulb offer,Positive
1078,process connect long always put charge also doesnt connect mobile useless,Negative
3422,prodect miss,Negative
4096,produce not useful say play music start latest sad songs,Negative
2455,product also amazon lovely love product,Positive
3711,product amaazing thing search google well wider search,Neutral
3331,product amaze pack good,Positive
2613,product amaze pack well also adapter inside sound quality product nice clear,Positive
2337,product amaze work perfectly bite tricky but no fun technology dull would recommend,Positive
3575,product amaze worth itpls check,Positive
2743,product amaze write review one month use love sound qualityand skills,Positive
547,product awesome but also support youtube,Positive
953,product awesome but no battery bite no satisfy otherwise sound excellent alexa great job,Positive
177,product awesome recognize song want hear play immediately vast library voice recognition great hear u distance even songs play love,Positive
3516,product awesome sound quality also awesome,Positive
3600,product awesome technology,Positive
3507,product awsome get ubelivable price best deal ever,Positive
3106,product best super fast delivery receive within hours time place order,Positive
3330,product build quality good however voice quality third class unable recognize word,Positive
397,product cant much play songs fail tell distance mean song search awafull fail search article internet skills dont work excite buy alexa see advertisement internet but really disappoint receive,Negative
687,product compact but still sound soo much good best thing itselfif think speaker good sound room want smart functionalities go alexa really awesome consider buy smart bulb purchase alexa,Positive
480,product difficult set interface bad not lucid ai isnt great operation function echo dot limit echo dot software lot glitches isnt docilethis product not worth money pay,Negative
623,product echo dot gen must good but fail download alexa app mobilei use three moble number mention but unfortunately dont remember number use purchase echo dot help download alexa app kiran shanker,Negative
733,product excellent ai system great ever try but one request alexa team kindly work volume alexa face trouble respond overall best se bhi uppar,Positive
3658,product expect bang time value money,Negative
994,product fabulous live tech world important get ourselfs update but device take next level kudos developer hope work soon project,Positive
1927,product friendly will get know update buy great indian festival price low,Positive
4001,product full paisa vasul product sound quality intelligency look pretty,Positive
1581,product generation not see demand pay generation but delivery generation return product but no doubt generation good,Positive
3620,product get use onevery disappoint,Negative
2974,product good,Positive
2150,product good alexa become even greater,Positive
2478,product good amaze sound quality respect size useful if stable wifi connection,Positive
3561,product good bt small,Positive
566,product good but biggest disadvantage not bluetooth speaker also can not control mobile think every time give command every time song can not play playlist alexa doesnt understand every command sound good if look speaker one worst options,Positive
1683,product good but cash back not receive,Positive
3343,product good but face glitches lag,Positive
2633,product good but feel need improvement start device,Positive
33,product good but if perforate box give would good could ensure no dust entry operate perforations sound not problem also box provision insert plugin way could keep place no dust entrymay futureregards,Positive
396,product good but main drawback doesnt inbuilt battery can not use speaker travellingif product feature would give battery backup make call everyone doesnt matter person alexa aux connectivity,Positive
1402,product good but many time stop work sudden restart reset set start work if continue will like replace,Positive
49,product good but months year warranty expire stop work suddenly not even show power sign blink no idea get repair option tradein please let know,Positive
521,product good but no bettery no internet dummyalexa input better one,Positive
2641,product good but not long last,Positive
498,product good but not much u right news music n light operations tat allsmart home long way come,Positive
2882,product good but not useful,Positive
3731,product good but play music phone,Positive
252,product good but price quite tricky purchase father day special offer next day put father day special price higher normal,Positive
261,product good but sound quality little bite disappointedgo gen alexadesign goodsound quality not nice but okok,Positive
4072,product good but time not able recognize im try say,Positive
2834,product good but time voice recognition slow work sound quality good,Positive
434,product good compatible almost anythingi connect bedroom moodlighting wth alexa turn onoff change colorsand control many devices audio quality really good,Positive
2952,product good doubt customer care help big way kudos,Positive
2218,product good easy carry best option diwali gift easy carry transportation,Positive
1141,product good look not work properly one month use,Positive
1535,product good overall but max volume less expect not loud even max vol play softly,Positive
120,product good use month felt bad go generation feature miss suggestion add micro sd feature listen download songs also feature good work well happy product,Positive
1267,product good value money buy best product love,Positive
1006,product good value money sense happy recommend speakers could consider use alexa speaker music computer match computer,Positive
1116,product goodbut bulb didnt get deliver meits awfuli already speak agentshe say ill replacement send bulbbut,Negative
240,product goodsound quality soft buy two play synchronise amaze feel like one play two different anglealexa assistance good read book kindle play book audible aur suno audible audio command worthy price but suggest buy sell will get good discount,Positive
2396,product great but issuethe audio get bite distort would great if could fix problem provide replacement,Positive
1169,product great nice sound put loud one thing need amazon prime member use alexa without will not work,Positive
229,product great price buy work well sound defection quality good issue sometimes wont recognize command doesnt good bass compare google home mini but price range go go,Positive
14,product intermittent issue connect phone play videos sound speak amazon tech support go ahead raise replacement troubleshoot pick device though no replacement update nothing app indicate product pick replacement sentmoreover device dont connectivity zoom app call india though feature available countries echo connect featurehope will send replacement,Positive
726,product know awesome would like give rat delivery order door step morning last minute gift idea bang time,Positive
